course status	course_dept	course_id	course_time	number_seats	open_seats	course_name	instructor	discussion_time
blended	CHEM	CHEM425	MW 10:00am 10:50am	12	2	Instrumental Methods of Analysis	Peter Nemes	TuTh 6:30pm 9:20pm
blended	CHEM	CHEM483	Th 11:00am 11:50am	18	0	Physical Chemistry Laboratory I	Earle Stone	
blended	CHEM	CHEM483	Th 11:00am 11:50am	18	0	Physical Chemistry Laboratory I	Earle Stone	
blended	CHEM	CHEM483	Th 11:00am 11:50am	18	0	Physical Chemistry Laboratory I	Earle Stone	
online	CHIN	CHIN101	MWF 10:00am 10:50am	15	8	Intensive Elementary Chinese I	Mei Kong,Yuli Wang	TuTh 9:30am 10:45am
online	CHIN	CHIN101	MWF 11:00am 11:50am	15	1	Intensive Elementary Chinese I	Mei Kong,Yuli Wang	TuTh 11:00am 12:15pm
online	CHIN	CHIN101	MWF 1:00pm 1:50pm	15	0	Intensive Elementary Chinese I	Guiling Hu	
online	CHIN	CHIN201	MWF 10:00am 10:50am	15	7	Intermediate Spoken Chinese I	Jungjung Lee-Heitz	
online	CHIN	CHIN201	MWF 2:00pm 2:50pm	15	4	Intermediate Spoken Chinese I	Guiling Hu	
online	CHIN	CHIN202		15	7	Intermediate Written Chinese I	Yuli Wang	
online	CHIN	CHIN202		15	4	Intermediate Written Chinese I	Guiling Hu	
online	CHIN	CHIN301	MWF 11:00am 11:50am	15	0	Advanced Chinese I	Jungjung Lee-Heitz	
online	CHIN	CHIN301	MWF 1:00pm 1:50pm	15	0	Advanced Chinese I	Jungjung Lee-Heitz	
online	CHIN	CHIN307	TuTh 9:30am 10:45am	25	2	Linguistic Landscape of China	Minglang Zhou	
online	CHIN	CHIN315	TuTh 2:00pm 3:15pm	30	12	Modern Chinese Literature in Translation	Ying Xue Liu	
online	CHIN	CHIN331	Tu 2:00pm 4:30pm	20	2	Chinese Calligraphy: Theory and Practice	Yuli Wang	
online	CHIN	CHIN401	MWF 3:00pm 3:50pm	15	6	Readings in Modern Chinese I	Mei Kong	
online	CHIN	CHIN401	MWF 2:00pm 2:50pm	15	1	Readings in Modern Chinese I	Mei Kong	
online	CHIN	CHIN411	MWF 2:00pm 2:50pm	15	8	Business Chinese I	Jungjung Lee-Heitz	
online	CHIN	CHIN418B	TuTh 11:00am 12:15pm	25	18	Special Topics in Contemporary Chinese Fiction and Film; Race and Gender in Modern Chinese Literature	Ying Xue Liu	
online	CHIN	CHIN441	TuTh 12:30pm 1:45pm	18	11	Traditional Chinese Fiction	Andrew Schonebaum	
in person	CHPH	CHPH709A	W 11:00am 11:50am	15	7	Seminar in Chemical Physics; Physical Chemistry	Pratyush Tiwary	
online	CHPH	CHPH709B	Tu 1:15pm 2:30pm	30	25	Seminar in Chemical Physics; Statistical Physics	John Weeks	
online	CHPH	CHPH709L	M 4:00pm 5:30pm	20	9	Seminar in Chemical Physics; Biophysics	Arpita Upadhyaya	
online	CHPH	CHPH718I		5	3	Special Topics in Chemical Physics; Chemical Physics Rotation	Wendell Hill	
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	F 10:00am 10:50am
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	Th 9:30am 10:20am
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	Th 11:00am 11:50am
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	Th 12:30pm 1:20pm
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	Th 12:30pm 1:20pm
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	F 11:00am 11:50am
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	F 1:00pm 1:50pm
online	CLAS	CLAS170	MW 11:00am 11:50am	21	0	Greek and Roman Mythology	Katherine Wasdin	Th 11:00am 11:50am
online	CLAS	CLAS170	MW 11:00am 11:50am	22	2	Greek and Roman Mythology	Katherine Wasdin	Th 9:30am 10:20am
online	CLAS	CLAS170	TuTh 4:30pm 5:45pm	22	1	Greek and Roman Mythology	Madeleine Goh	
online	CLAS	CLAS170	TuTh 6:00pm 7:15pm	22	3	Greek and Roman Mythology	Madeleine Goh	
online	CLAS	CLAS170	MW 4:30pm 5:45pm	22	3	Greek and Roman Mythology	Madeleine Goh	
online	CLAS	CLAS170	TuTh 7:30pm 8:45pm	22	5	Greek and Roman Mythology	Talia Chicherio	
online	CLAS	CLAS170	W 6:00pm 7:15pm	22	9	Greek and Roman Mythology	William Proffitt	
online	CLAS	CLAS275	TuTh 11:00am 12:15pm	75	0	Why do we laugh?	Francisco Barrenechea	
online	CLAS	CLAS305	TuTh 2:00pm 3:15pm	35	5	Archaeological Methods and Practice	Jorge Bravo	
online	CLAS	CLAS312	MW 2:00pm 3:15pm	35	1	The Modernity of Athenian Democracy	Polyvia Parara	
online	CLFS	CLFS609A		15	9	Special Topics; Food Safety and GM Foods	Lucinda Jack	
online	CLFS	CLFS609K		15	12	Special Topics; Current Topics in Biomedical Research	Cristina Banuelos	
online	CLFS	CLFS610		10	7	Natural Products Chemistry	Marjan Alaghmand	
online	CLFS	CLFS620		15	7	Modern Molecular Genetics	Paul Bottino	
online	CMLT	CMLT235		30	3	Black Diaspora Literature and Culture	Nancy Vera	
online	CMLT	CMLT270	TuTh 2:00pm 3:15pm	30	1	Global Literature and Social Change	Tung-An Wei	
online	CMLT	CMLT270	MWF 11:00am 11:50am	30	6	Global Literature and Social Change	Alexandria Nunn	
online	CMLT	CMLT275	MW 2:00pm 3:15pm	30	1	World Literature by Women	Sara Faradji	
online	CMLT	CMLT275	TuTh 5:00pm 6:15pm	30	1	World Literature by Women	Fatima Taha	
online	CMLT	CMLT277		30	7	Literatures of the Americas	Nancy Vera	
online	CMLT	CMLT280	MWF 1:00pm 1:50pm	30	0	Film Art in a Global Society	Kyle Bickoff	
online	CMLT	CMLT280	TuTh 11:00am 12:15pm	30	0	Film Art in a Global Society	William Pittman	
online	CMLT	CMLT398L		27	0	Special Topics in Comparative Studies; Sexuality in the Cinema	Eugene Robinson	
online	CMLT	CMLT398N		27	0	Special Topics in Comparative Studies; Gypsy Culture	Eugene Robinson	
online	CMLT	CMLT679E	W 3:30pm 6:00pm	9	5	Topics in Comparative Studies; Ruins: Literatures and Theories of Decay	Kari Kraus	
online	CMLT	CMLT679T	Tu 3:30pm 6:00pm	22	0	Topics in Comparative Studies; Seminar in Poetry Translation	Michael Collier	
blended	CMLT	CMLT398M	W 12:00pm 1:50pm	15	4	Special Topics in Comparative Studies; Digital Publishing with Minimal Computing: Humanities at a Global Scale	Raffaele Viglianti	F 12:00pm 12:50pm
in person	CMSC	CMSC660	TuTh 11:00am 12:15pm	20	0	Scientific Computing I	Tobias von Petersdorff	
in person	CMSC	CMSC818F	MW 3:30pm 4:45pm	30	9	Advanced Topics in Computer Systems; Applied Cryptography and Hostile Governments Seminar	Ian Miers	
online	CMSC	CMSC101	TuTh 12:30pm 1:45pm	30	18	Introduction to Immersive Media	Mollye Bendell	
online	CMSC	CMSC106	MW 3:30pm 4:45pm	48	7	Introduction to C Programming	Ilchul Yoon	MW 5:00pm 5:50pm
online	CMSC	CMSC122	MWF 11:00am 11:50am	125	12	Introduction to Computer Programming via the Web	Ilchul Yoon	
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	0	Object-Oriented Programming I	Nelson Padua-Perez	MW 11:00am 11:50am
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	0	Object-Oriented Programming I	Nelson Padua-Perez	MW 12:00pm 12:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	0	Object-Oriented Programming I	Nelson Padua-Perez	MW 1:00pm 1:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	0	Object-Oriented Programming I	Nelson Padua-Perez	MW 2:00pm 2:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	0	Object-Oriented Programming I	Nelson Padua-Perez	MW 3:00pm 3:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	34	2	Object-Oriented Programming I	Nelson Padua-Perez	MW 4:00pm 4:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	36	23	Object-Oriented Programming I	Nelson Padua-Perez	MW 5:00pm 5:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	12	Object-Oriented Programming I	Nelson Padua-Perez	MW 2:00pm 2:50pm
online	CMSC	CMSC131	MWF 10:00am 10:50am	32	13	Object-Oriented Programming I	Nelson Padua-Perez	MW 3:00pm 3:50pm
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	32	9	Object-Oriented Programming I	Fawzi Emad	TuTh 8:00am 8:50am
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	25	1	Object-Oriented Programming I	Fawzi Emad	TuTh 9:30am 10:20am
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	25	0	Object-Oriented Programming I	Fawzi Emad	TuTh 11:00am 11:50am
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	32	0	Object-Oriented Programming I	Fawzi Emad	TuTh 12:30pm 1:20pm
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	30	1	Object-Oriented Programming I	Fawzi Emad	TuTh 2:00pm 2:50pm
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	32	0	Object-Oriented Programming I	Fawzi Emad	TuTh 3:30pm 4:20pm
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	32	1	Object-Oriented Programming I	Fawzi Emad	TuTh 5:00pm 5:50pm
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	32	24	Object-Oriented Programming I	Fawzi Emad	TuTh 8:00am 8:50am
online	CMSC	CMSC131	MWF 12:00pm 12:50pm	32	0	Object-Oriented Programming I	Fawzi Emad	TuTh 9:30am 10:20am
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	0	Object-Oriented Programming I	Nelson Padua-Perez	MW 10:00am 10:50am
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	11	Object-Oriented Programming I	Nelson Padua-Perez	MW 11:00am 11:50am
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	20	Object-Oriented Programming I	Nelson Padua-Perez	MW 12:00pm 12:50pm
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	21	Object-Oriented Programming I	Nelson Padua-Perez	MW 1:00pm 1:50pm
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	18	Object-Oriented Programming I	Nelson Padua-Perez	MW 2:00pm 2:50pm
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	25	Object-Oriented Programming I	Nelson Padua-Perez	MW 3:00pm 3:50pm
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	28	Object-Oriented Programming I	Nelson Padua-Perez	MW 4:00pm 4:50pm
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	28	Object-Oriented Programming I	Nelson Padua-Perez	MW 5:00pm 5:50pm
online	CMSC	CMSC131	MWF 9:00am 9:50am	32	19	Object-Oriented Programming I	Nelson Padua-Perez	MW 10:00am 10:50am
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	18	Object-Oriented Programming I	Fawzi Emad	TuTh 8:00am 8:50am
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	1	Object-Oriented Programming I	Fawzi Emad	TuTh 9:30am 10:20am
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	0	Object-Oriented Programming I	Fawzi Emad	TuTh 11:00am 11:50am
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	1	Object-Oriented Programming I	Fawzi Emad	TuTh 12:30pm 1:20pm
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	1	Object-Oriented Programming I	Fawzi Emad	TuTh 2:00pm 2:50pm
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	5	Object-Oriented Programming I	Fawzi Emad	TuTh 3:30pm 4:20pm
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	21	Object-Oriented Programming I	Fawzi Emad	TuTh 5:00pm 5:50pm
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	1	Object-Oriented Programming I	Fawzi Emad	TuTh 11:00am 11:50am
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	25	Object-Oriented Programming I	Fawzi Emad	TuTh 8:00am 8:50am
online	CMSC	CMSC131	MWF 11:00am 11:50am	28	18	Object-Oriented Programming I	Fawzi Emad	TuTh 9:30am 10:20am
online	CMSC	CMSC131	MWF 1:00pm 1:50pm	20	1	Object-Oriented Programming I	Fawzi Emad	TuTh 5:00pm 5:50pm
online	CMSC	CMSC131	MWF 1:00pm 1:50pm	20	1	Object-Oriented Programming I	Fawzi Emad	TuTh 12:30pm 1:20pm
online	CMSC	CMSC131	MWF 1:00pm 1:50pm	20	0	Object-Oriented Programming I	Fawzi Emad	TuTh 2:00pm 2:50pm
online	CMSC	CMSC131	MWF 1:00pm 1:50pm	20	2	Object-Oriented Programming I	Fawzi Emad	TuTh 3:30pm 4:20pm
online	CMSC	CMSC131	MW 6:00pm 7:15pm	120	4	Object-Oriented Programming I	Nelson Padua-Perez	TuTh 6:00pm 7:15pm
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	0	Object-Oriented Programming II	Pedram Sadeghian	MW 12:00pm 12:50pm
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	24	Object-Oriented Programming II	Pedram Sadeghian	MW 8:00am 8:50am
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	10	Object-Oriented Programming II	Pedram Sadeghian	MW 9:00am 9:50am
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	1	Object-Oriented Programming II	Pedram Sadeghian	MW 12:00pm 12:50pm
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	1	Object-Oriented Programming II	Pedram Sadeghian	MW 10:00am 10:50am
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	1	Object-Oriented Programming II	Pedram Sadeghian	MW 11:00am 11:50am
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	25	Object-Oriented Programming II	Pedram Sadeghian	MW 9:00am 9:50am
online	CMSC	CMSC132	MWF 3:00pm 3:50pm	34	32	Object-Oriented Programming II	Pedram Sadeghian	MW 8:00am 8:50am
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	3	Object-Oriented Programming II	Pedram Sadeghian	MW 9:00am 9:50am
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	1	Object-Oriented Programming II	Pedram Sadeghian	MW 12:00pm 12:50pm
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	1	Object-Oriented Programming II	Pedram Sadeghian	MW 9:00am 9:50am
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	17	Object-Oriented Programming II	Pedram Sadeghian	MW 8:00am 8:50am
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	1	Object-Oriented Programming II	Pedram Sadeghian	MW 11:00am 11:50am
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	0	Object-Oriented Programming II	Pedram Sadeghian	MW 11:00am 11:50am
online	CMSC	CMSC132	MWF 1:00pm 1:50pm	36	0	Object-Oriented Programming II	Pedram Sadeghian	MW 10:00am 10:50am
online	CMSC	CMSC132	MWF 12:00pm 12:50pm	25	7	Object-Oriented Programming II	Pedram Sadeghian	MW 8:00am 8:50am
online	CMSC	CMSC132	MWF 12:00pm 12:50pm	25	0	Object-Oriented Programming II	Pedram Sadeghian	MW 9:00am 9:50am
online	CMSC	CMSC132	MWF 12:00pm 12:50pm	25	0	Object-Oriented Programming II	Pedram Sadeghian	MW 10:00am 10:50am
online	CMSC	CMSC132	MWF 12:00pm 12:50pm	25	0	Object-Oriented Programming II	Pedram Sadeghian	MW 9:00am 9:50am
online	CMSC	CMSC133	M 5:00pm 6:15pm	25	9	Object Oriented Programming I Beyond Fundamentals	Swati Singhal	F 2:00pm 2:50pm
online	CMSC	CMSC133	M 5:00pm 6:15pm	25	24	Object Oriented Programming I Beyond Fundamentals	Swati Singhal	F 2:00pm 2:50pm
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 12:00pm 12:50pm
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 3:00pm 3:50pm
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 9:00am 9:50am
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 11:00am 11:50am
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 9:00am 9:50am
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 2:00pm 2:50pm
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 4:00pm 4:50pm
online	CMSC	CMSC216	TuTh 11:00am 12:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 2:00pm 2:50pm
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 3:00pm 3:50pm
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 1:00pm 1:50pm
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 8:00am 8:50am
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 5:00pm 5:50pm
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 12:00pm 12:50pm
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 4:00pm 4:50pm
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 10:00am 10:50am
online	CMSC	CMSC216	TuTh 2:00pm 3:15pm	38	0	Introduction to Computer Systems	Larry Herman	MW 5:00pm 5:50pm
online	CMSC	CMSC216	TuTh 12:30pm 1:45pm	38	0	Introduction to Computer Systems	A Shankar	MW 9:00am 9:50am
online	CMSC	CMSC216	TuTh 12:30pm 1:45pm	38	0	Introduction to Computer Systems	A Shankar	MW 11:00am 11:50am
online	CMSC	CMSC216	TuTh 12:30pm 1:45pm	38	8	Introduction to Computer Systems	A Shankar	MW 8:00am 8:50am
online	CMSC	CMSC216	TuTh 12:30pm 1:45pm	38	0	Introduction to Computer Systems	A Shankar	MW 10:00am 10:50am
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 4:00pm 4:50pm
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 1:00pm 1:50pm
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	1	Discrete Structures	Roger Eastman	MW 12:00pm 12:50pm
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 10:00am 10:50am
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 8:00am 8:50am
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 4:00pm 4:50pm
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 2:00pm 2:50pm
online	CMSC	CMSC250	TuTh 3:30pm 4:45pm	38	0	Discrete Structures	Roger Eastman	MW 10:00am 10:50am
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	38	2	Discrete Structures	Justin Wyss-Gallifent	MW 2:00pm 2:50pm
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	38	0	Discrete Structures	Justin Wyss-Gallifent	MW 10:00am 10:50am
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	38	0	Discrete Structures	Justin Wyss-Gallifent	MW 11:00am 11:50am
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	38	1	Discrete Structures	Justin Wyss-Gallifent	MW 12:00pm 12:50pm
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	38	0	Discrete Structures	Justin Wyss-Gallifent	MW 8:00am 8:50am
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	38	0	Discrete Structures	Justin Wyss-Gallifent	MW 9:00am 9:50am
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	36	1	Discrete Structures	Justin Wyss-Gallifent	MW 1:00pm 1:50pm
online	CMSC	CMSC250	TuTh 12:30pm 1:45pm	36	0	Discrete Structures	Justin Wyss-Gallifent	MW 12:00pm 12:50pm
online	CMSC	CMSC320	TuTh 5:00pm 6:15pm	250	0	Introduction to Data Science	John Dickerson	
online	CMSC	CMSC320	TuTh 11:00am 12:15pm	140	0	Introduction to Data Science	Mohammad Nayeem Teli	
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	34	0	Organization of Programming Languages	Anwar Mamat	F 12:00pm 12:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	34	1	Organization of Programming Languages	Anwar Mamat	F 1:00pm 1:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	32	0	Organization of Programming Languages	Anwar Mamat	F 2:00pm 2:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	34	0	Organization of Programming Languages	Anwar Mamat	F 3:00pm 3:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	32	1	Organization of Programming Languages	Anwar Mamat	F 10:00am 10:50am
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	34	2	Organization of Programming Languages	Anwar Mamat	F 4:00pm 4:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	32	0	Organization of Programming Languages	Anwar Mamat	F 12:00pm 12:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	34	0	Organization of Programming Languages	Anwar Mamat	F 1:00pm 1:50pm
online	CMSC	CMSC330	TuTh 11:00am 12:15pm	32	6	Organization of Programming Languages	Anwar Mamat	F 4:00pm 4:50pm
online	CMSC	CMSC330	TuTh 9:30am 10:45am	34	3	Organization of Programming Languages	David Van Horn	F 2:00pm 2:50pm
online	CMSC	CMSC330	TuTh 9:30am 10:45am	32	4	Organization of Programming Languages	David Van Horn	F 3:00pm 3:50pm
online	CMSC	CMSC330	TuTh 9:30am 10:45am	34	0	Organization of Programming Languages	David Van Horn	F 10:00am 10:50am
online	CMSC	CMSC330	TuTh 9:30am 10:45am	34	1	Organization of Programming Languages	David Van Horn	F 11:00am 11:50am
online	CMSC	CMSC330	TuTh 9:30am 10:45am	32	2	Organization of Programming Languages	David Van Horn	F 2:00pm 2:50pm
online	CMSC	CMSC330	TuTh 9:30am 10:45am	32	1	Organization of Programming Languages	David Van Horn	F 3:00pm 3:50pm
online	CMSC	CMSC330	TuTh 9:30am 10:45am	32	5	Organization of Programming Languages	David Van Horn	F 4:00pm 4:50pm
online	CMSC	CMSC330	TuTh 9:30am 10:45am	32	1	Organization of Programming Languages	David Van Horn	F 11:00am 11:50am
online	CMSC	CMSC330	TuTh 9:30am 10:45am	32	2	Organization of Programming Languages	David Van Horn	F 10:00am 10:50am
online	CMSC	CMSC351	MWF 2:00pm 2:50pm	260	0	Algorithms	Clyde Kruskal	
online	CMSC	CMSC351	MWF 4:00pm 4:50pm	260	80	Algorithms	Clyde Kruskal	
online	CMSC	CMSC351	MWF 10:00am 10:50am	120	0	Algorithms	Mohammad Nayeem Teli	
online	CMSC	CMSC388J	W 5:00pm 5:50pm	38	0	Special Topics in Computer Science; Building Secure Web Applications with Python and Flask	Michael Marsh	
online	CMSC	CMSC389A	F 10:00am 10:50am	15	0	Special Topics in Computer Science; Law and Computer Science	Neil Spring	
online	CMSC	CMSC389B	F 11:00am 11:50am	30	0	Special Topics in Computer Science; A Tour of Programming Languages	David Van Horn	
online	CMSC	CMSC389E	F 11:00am 11:50am	30	0	Special Topics in Computer Science; Digital Logic Design through Minecraft	Anwar Mamat	
online	CMSC	CMSC389N	TuTh 2:00pm 3:15pm	120	1	Special Topics in Computer Science; Introduction to PHP and Javascript	Ilchul Yoon	
online	CMSC	CMSC389O	F 10:00am 10:50am	30	0	Special Topics in Computer Science; The Coding Interview	Thomas Goldstein	
online	CMSC	CMSC389O	F 11:00am 11:50am	30	0	Special Topics in Computer Science; The Coding Interview	Thomas Goldstein	
online	CMSC	CMSC389O	F 12:00pm 12:50pm	30	1	Special Topics in Computer Science; The Coding Interview	Thomas Goldstein	
online	CMSC	CMSC389O	F 1:00pm 1:50pm	30	0	Special Topics in Computer Science; The Coding Interview	Thomas Goldstein	
online	CMSC	CMSC389P	F 12:00pm 12:50pm	30	0	Special Topics in Computer Science; Mastering the PM Interview	Michelle Mazurek	
online	CMSC	CMSC389V	F 1:00pm 1:50pm	30	0	Special Topics in Computer Science; Ethics of Artificial Intelligence and Machine Learning	John Dickerson	
online	CMSC	CMSC389W	F 1:00pm 1:50pm	30	0	Special Topics in Computer Science; Visualization through Mathematica	Pedram Sadeghian	
online	CMSC	CMSC396H	W 1:00pm 1:50pm	50	5	Computer Science Honors Seminar	Leilani Battle,David Levin	
online	CMSC	CMSC411		175	0	Computer Systems Architecture	Michelle Hugue	
online	CMSC	CMSC412	TuTh 11:00am 12:15pm	40	0	Operating Systems	Ashok Agrawala	MW 12:00pm 12:50pm
online	CMSC	CMSC412	TuTh 11:00am 12:15pm	40	0	Operating Systems	Ashok Agrawala	MW 1:00pm 1:50pm
online	CMSC	CMSC414	MW 2:00pm 3:15pm	102	0	Computer and Network Security	Michael Marsh	
online	CMSC	CMSC414	MW 3:30pm 4:45pm	106	0	Computer and Network Security	David Levin	
online	CMSC	CMSC417	TuTh 2:00pm 3:15pm	105	6	Computer Networks	Samrat Bhattacharjee	
online	CMSC	CMSC420	MW 3:30pm 4:45pm	150	0	Advanced Data Structures	Michael Marsh	
online	CMSC	CMSC420	TuTh 11:00am 12:15pm	170	0	Advanced Data Structures	David Mount	
online	CMSC	CMSC420	TuTh 9:30am 10:45am	50	2	Advanced Data Structures	Hanan Samet	
online	CMSC	CMSC421	MW 5:00pm 6:15pm	145	0	Introduction to Artificial Intelligence	William Regli	
online	CMSC	CMSC422	TuTh 11:00am 12:15pm	95	0	Introduction to Machine Learning	David Jacobs	
online	CMSC	CMSC422	TuTh 3:30pm 4:45pm	95	0	Introduction to Machine Learning	Ramani Duraiswami	
online	CMSC	CMSC423	TuTh 11:00am 12:15pm	85	5	Bioinformatic Algorithms, Databases, and Tools	Mihai Pop	
online	CMSC	CMSC424	TuTh 2:00pm 3:15pm	165	0	Database Design	Amol Deshpande	
online	CMSC	CMSC425	TuTh 12:30pm 1:45pm	85	0	Game Programming	Stevens Miller	
online	CMSC	CMSC426	TuTh 12:30pm 1:45pm	150	4	Computer Vision	John Aloimonos	
online	CMSC	CMSC427	TuTh 2:00pm 3:15pm	51	2	Computer Graphics	Roger Eastman	
online	CMSC	CMSC430	TuTh 2:00pm 3:15pm	87	0	Introduction to Compilers	Jose Calderon	
online	CMSC	CMSC433	TuTh 9:30am 10:45am	200	0	Programming Language Technologies and Paradigms	Anwar Mamat	
online	CMSC	CMSC434	TuTh 11:00am 12:15pm	56	0	Introduction to Human-Computer Interaction	Evan Golub	
online	CMSC	CMSC434	TuTh 12:30pm 1:45pm	56	0	Introduction to Human-Computer Interaction	Evan Golub	
